Molecule Name,13 Total Area MS1,14 Total Area MS1,15 Total Area MS1,16 Total Area MS1,17 Total Area MS1,18 Total Area MS1,19 Total Area MS1,20 Total Area MS1,21 Total Area MS1,22 Total Area MS1,23 Total Area MS1,24 Total Area MS1,25 Total Area MS1,26 Total Area MS1,27 Total Area MS1,29 Total Area MS1,30 Total Area MS1,49 Total Area MS1,50 Total Area MS1,51 Total Area MS1,52 Total Area MS1,53 Total Area MS1,54 Total Area MS1,55 Total Area MS1,56 Total Area MS1,57 Total Area MS1,58 Total Area MS1,59 Total Area MS1,60 Total Area MS1,62 Total Area MS1,63 Total Area MS1,64 Total Area MS1,65 Total Area MS1,66 Total Area MS1,67 Total Area MS1,68 Total Area MS1,69 Total Area MS1,70 Total Area MS1,101 Total Area MS1,102 Total Area MS1,103 Total Area MS1,104 Total Area MS1,105 Total Area MS1,106 Total Area MS1
SM(d41:2)a,1420035,1555897,1603869,1547893,1544629,1883416,1725167,2085533,1723812,1672974,1571440,1621006,1856532,1936294,1458159,1598612,2056463,2068808,1426535,1921647,1931488,2200312,1482062,1768518,1943210,1713449,1960933,1645200,1770466,1377910,2472840,1198784,1740033,1600591,1971186,1722967,1629105,1726559,2454136,1935884,1600210,1606194,2505237,1756150
SM(d41:2)b,2290077,2465993,2533439,3132189,2673087,2663275,2594060,3297420,3025512,2335631,2467500,2896724,2534055,3330684,2127542,3001719,2283582,3666105,2224109,3163438,2994415,3224076,2120326,2958220,3317384,2942482,3414983,2670593,2923299,2503524,3405720,2447422,2703756,2766943,2692206,2796844,2736782,3142347,3294039,2310078,2381427,3062863,4185714,2774536
SM(d42:2),5790262,7362931,6539118,8619473,7425021,7185036,7624657,8356646,7271701,6557107,7569267,8724691,7049954,8296012,6058818,6916355,8571753,10447808,6365111,9087403,7133588,9427726,6489107,7497784,8132916,8558884,7934512,7161363,8652547,6985680,8590645,7962048,8570330,8609877,7693798,7462484,7112906,8866634,8996400,8205144,8538981,8389118,8474841,7865059
SM(d18:1/24:0),17600204,20919184,18135072,19370460,17675154,16860102,19540500,22147662,19404278,17142104,18291304,19322198,20177990,21084398,16556054,17017614,20052746,20620968,13683016,20587058,18542550,21378868,17441826,19045342,18959248,19131682,20321480,19082600,20291584,18373268,20581254,18590634,19255540,19520528,21222802,19442822,19872916,21448452,19490000,19667810,17495112,17420616,21366102,18218884
SM(d43:4),944459,846175,968745,900615,1021814,1081676,985996,916781,917790,895139,837109,949518,900019,1014313,867479,1027169,897179,746021,673594,959467,1029382,1004955,878355,958091,977274,1044176,1023451,902693,962532,966364,983815,872679,966366,879865,1001907,874990,862793,1055751,1041505,885568,973993,1070930,1117352,955926
SM(d44:5)a,1517282,1612517,1512394,1658666,1620614,1440242,1616278,1497231,1426418,1380841,1489473,1661541,1419506,1515155,1678186,1351835,1431691,910982,1356147,1463171,1368260,1484070,1401140,1412919,1151153,1474683,1465561,1570957,1474228,1464775,1455791,1355414,1605823,1535553,1535270,1539051,1537102,1449432,1443540,1366112,1437230,1335343,1454180,1262998
SM(d44:5)b,594979,686875,637572,739563,717260,720464,687956,668592,667645,562188,665561,759896,651506,707415,687175,590450,745759,640813,550205,699677,664423,738878,649833,654027,637523,767160,631896,712868,721357,608771,711091,715531,754515,672235,706372,672584,573711,797121,786705,635412,807961,733830,669283,722348
SM(d44:4),1360130,1378975,1401797,1412493,1408862,1260881,1595801,1446628,1294684,1246443,1267565,1406799,1355146,1511410,1344485,1260648,1409034,924913,900191,1346246,1303269,1468963,1330661,1258308,1146553,1323251,1347442,1329735,1409311,1282663,1409303,1342758,1330414,1227107,1515478,1383017,1426173,1456839,1336471,1253262,1356755,1195589,1444450,1266496
TG(12:0_12:0_18:1);TG(12:0_14:0_16:1);TG(12:0_14:1_16:0),35984,125711,41152,50872,221264,4136,3760,434639,1065578,162820,189078,16216,1135,37758,882,126896,15505,202606,4745158,64840,32472,182109,13800,136785,200964,23453,36113,29685,368292,103737,64631,93774,6121,48509,227813,480956,481643,25021,61667,342139,65917,142844,207445,496895
TG(12:0_14:0_18:2);TG(12:0_16:1_16:1),73898,223487,51585,86865,399375,14468,16532,638585,1692247,205743,271489,25464,6297,62886,8128,199377,32301,296796,6197732,91822,62255,316571,40986,225409,307864,36009,75572,38672,499825,214354,108666,109697,12741,114287,381224,742291,913436,65599,109298,552817,113882,238058,353775,520372
TG(12:0_14:0_18:1);TG(12:0_16:0_16:1),141985,316089,161471,211042,522978,57787,33358,801082,1170628,363640,524347,71863,30133,164522,31385,372595,95569,464111,1115687,232725,128502,459998,97803,482538,405782,117122,151724,78191,818906,352472,210607,205006,55871,214678,563917,732077,654776,128909,220420,821740,233296,424806,520958,719407
TG(14:0_14:0_16:0);TG(12:0_16:0_16:0),42005,54694,47252,45170,77950,29602,22474,80613,68305,54708,85889,31749,26106,58945,33785,82506,27328,64077,5731,44619,29957,60157,51538,74592,49607,44337,26075,36269,98741,59730,49645,57481,42580,41907,81971,66677,35242,33931,49274,111908,59740,88847,72366,179489
TG(46:3),42950,193394,35909,71763,347132,3635,6309,671261,1909421,196140,232214,16342,10323,53638,17517,144486,28152,270631,6205377,82927,34924,317391,25375,223670,261306,32903,51112,26249,489168,207217,99050,43424,7640,108955,357928,757461,955931,52002,107046,592868,96705,233681,347978,188774
TG(12:0_16:1_18:1);TG(14:0_14:0_18:2);TG(14:0_16:1_16:1),530820,1137394,586117,686796,1818320,277173,159017,2877820,5159624,1117339,1661608,321574,162079,601183,221181,1106248,412426,1580372,6028612,781889,465026,1636517,424468,1708508,1400194,456416,580192,357884,2950140,1367442,816696,298078,303680,861828,2036265,2727411,2641491,600508,813573,2984481,767833,1463657,1947843,654879
TG (12:0_16:0_18:1);TG(14:0_14:0_18:1);TG(14:0_16:0_16:1),580663,910185,682161,660819,1047268,375071,253315,1478034,1608376,748752,1223041,449565,342391,742258,387162,1017481,481307,1127073,1372022,836012,434427,999180,573930,1202748,955151,543791,554900,466676,1531774,921627,688994,394837,501312,685194,1299235,1179492,861152,552227,750480,1730800,832830,1009328,1211594,609043
TG(14:0_16:0_16:0),272645,205092,291884,178052,244478,205460,102192,267820,214472,225845,283911,202305,231799,243443,259550,291915,198707,218315,8512,216367,219500,236053,266691,252853,274569,253469,192915,234761,318736,310525,218180,203119,308884,228256,338350,229023,170101,202589,247860,358361,291914,329702,284119,194112
TG(14:0_16:0_17:1),105969,203414,78609,98827,287675,67691,58312,339564,777645,168774,247721,67178,49199,107613,76390,170259,102814,201799,980942,117180,79562,215884,107819,286849,202721,97056,118631,83972,286564,259215,111545,69142,108315,116182,343237,423278,444731,79780,136763,435405,135514,273022,229152,69737
TG(14:0_16:0_17:0),144062,143051,99503,82556,135355,100011,79246,103306,104435,114261,108856,116374,98918,92052,124339,115358,108417,90451,1367,86058,130082,126205,141027,127784,113355,142862,123092,112186,118292,185553,104225,111418,188616,90146,168346,118916,119112,132100,117142,116799,125863,177015,131106,96078
TG(14:0_16:1_18:2),726862,1341127,771990,776354,2172403,444815,236719,3398594,7572157,1670311,1960614,422588,357724,810622,386477,1195805,669914,1842414,9968518,990610,659467,2061366,553603,2300428,1877785,649688,838216,553423,3790002,1781470,1072298,336881,451532,1223140,2470608,3680602,3524013,948244,1052433,3629428,1059211,1795415,2467336,437390
TG(14:0_16:0_18:2);TG(14:0_16:1_18:1);TG(16:0_16:1_16:1),2254981,3388818,2530814,2448409,4239408,1616020,1303525,5608462,6671858,3219915,4280600,1820176,1567732,2512167,1652537,3336273,2125481,3987936,6891767,3080676,1854618,3893356,2179049,4637725,3747262,2084884,2329296,1929461,5920529,3818946,2709511,1568857,2016575,2841635,4693386,5037592,4428256,2205151,2879966,5998082,3073818,3880715,4436065,1534505
TG(14:0_16:0_18:1);TG(16:0_16:0_16:1),1854235,2388219,2317140,2091694,2376481,2014159,1612642,2894597,3437007,2273332,3177278,2027883,1912728,2289480,2135444,2677530,2252786,3175677,2415101,2611923,1712185,2506821,2288767,3016214,2578376,2005959,2009136,2125622,3129291,2341352,2016727,1829868,2393360,2018678,2740895,2672025,1945698,1816179,2224014,4065569,2559363,2655086,2703049,1622303
TG(48:0),1997537,1203851,1822277,1060954,865636,1585776,975500,835938,346445,1141291,1030246,1530839,1608950,1720479,2593216,1081288,1455021,668660,179234,1684511,1774534,978110,1715531,1070423,1077991,1588037,1357533,1388841,1499124,1822609,1472517,1574578,2616934,1395738,1287144,664635,565216,2034883,1650206,1058538,1748301,1484711,1377883,1704822
TG(49:3),95431,292885,78804,139178,403912,70367,67838,495778,1205154,185278,243421,97607,57650,90545,63142,156098,109118,232885,2720522,145227,97372,330888,116199,313549,256785,110098,124541,84471,344498,292858,149918,70446,103659,129619,438108,700042,995334,111794,165611,460327,125606,269994,319294,66630
TG(15:0_16:0_18:2);TG(15:0_16:1_18:1),499400,927426,392135,500351,1304085,406969,430374,1307863,2877915,717974,916609,427942,343239,458226,387204,665845,507697,689547,4522969,538583,466852,1033293,547068,1040931,817138,531428,612426,421483,1111907,1018680,567799,428701,495696,611774,1291748,1721708,2452193,463572,610544,1291304,522128,1074996,854090,395914
TG(15:0_16:0_18:1);TG(15:0_17:0_17:1),766027,1289252,719320,920761,1594604,731734,808719,1446114,2226473,1142616,1313598,939743,580394,790195,692647,1052741,934852,1217117,2233298,918906,833284,1465735,935229,1396991,1189266,1027869,913079,814595,1421209,1258733,932792,853090,914077,827044,1468503,1717749,1977174,757844,938784,1567065,832392,1390776,1235796,778732
TG(49:0),161621,125798,111298,87847,88593,104405,116852,93615,52502,92732,92048,119147,106191,148323,164203,90398,95674,69559,5018,126271,128973,97154,114990,89677,91567,123843,93696,142337,105647,177023,95799,120995,182907,104444,122344,76737,79091,158219,165413,94536,150352,137338,154109,140981
TG(16:1_16:1_18:2),1705762,2954603,1854339,1729599,3821177,1228198,1393977,5418924,9047642,3217418,3848252,1425617,1279979,1836532,1366539,1700864,2222901,3331917,13095663,2133583,1815569,3663566,1729962,3831813,3371629,1738891,2103131,1666870,5637088,2777837,2471502,1388978,1388828,2428859,3518417,6303427,6130468,2029674,2370243,5310378,2128250,3287331,3680679,966867
TG(14:0_18:1_18:2);TG(16:1_16:1_18:1),1876863,2617797,2141028,2687505,3138194,2012185,2152178,4459225,4217262,3071187,2572904,2585261,2962504,2695934,2606279,1994174,2172109,2399121,4781860,2509979,2446086,3384802,2913206,3057314,3101048,1836804,2176410,2196108,4904678,2674318,2383747,2667576,2880016,2643968,3460848,3166830,3415052,2624125,2779301,3586631,2634793,2776645,3087047,2257139
TG(16:0_16:0_18:2);TG(14:0_18:1_18:1),7459642,10156007,8707267,8622679,10769019,8378827,7944962,12468415,12622481,8826169,11380663,8367515,7983569,8926799,7849534,9412220,9351861,10356894,10945416,9130058,7316612,10739715,8496680,10397092,9945964,8432887,8501955,8686628,11513148,9748319,8735230,7816970,8984018,9206215,11097209,11270906,10963308,7903903,8762999,12556268,8712072,10202605,11055400,6837672
TG(16:0_16:0_18:1),6864112,8634071,7864059,8550422,8496070,8488392,8003838,8704308,9866894,9097485,9678869,8701188,7714946,7711172,8181427,8328416,8850364,8877683,6486784,8342558,7061233,8421200,7576657,10112264,8379217,7702101,7817161,8329845,9936558,7819081,8417807,7566907,7954204,8055226,8835578,9819515,8754132,7759718,8168904,10303532,8263533,9176871,9412605,7447354
TG(16:0_16:0_18:0),975400,524916,859336,402287,341456,653071,537337,324549,150688,445798,296816,678041,688818,770319,1234457,428217,515434,270667,136043,949105,744965,432278,806057,353537,454233,688050,540897,572952,583307,797550,637251,731199,1175135,694391,472624,238843,274731,993678,817782,456540,723060,613409,658580,959422
TG(51:4),170129,400784,145982,230999,564689,129874,184007,535815,1199983,269118,323776,192613,153051,181456,148239,217812,213075,308813,2699207,212215,222989,444831,220246,372438,326478,206707,276046,180029,384525,430681,260031,174698,203893,225957,508813,853443,1363690,201157,260028,417685,184867,357286,381089,166050
TG(15:0_16:0_20:3);TG(16:0_17:1_18:2),693483,1088240,533306,670167,1626465,596976,616850,1536141,3136737,891147,1089975,575871,527689,648990,567865,751438,762300,773380,5387462,727124,694248,1295974,681189,1121148,1027797,707546,909098,631103,1215131,1216517,816444,638281,637134,824858,1382357,2020970,3210287,672168,852496,1232839,659802,1204584,1019615,575679
TG(16:0_17:0_18:2);TG(16:0_17:1_18:1),1586582,2326881,1287931,1671139,3438925,1347179,1505950,3008367,4782436,2225215,2248935,1598213,1157649,1388330,1308687,1941368,1683089,2000913,6965897,1779507,1624814,2945793,1624595,2603386,2240579,1832624,1847587,1517455,2695720,2431584,1814746,1493906,1525356,1698600,2848793,3495995,5214027,1499136,1793702,2477606,1577095,2471986,2353848,1441633
TG(16:0_17:0_18:1),1104402,1771963,1063958,1529674,1862039,1253305,1349012,1929907,2679973,1559456,1597256,1284062,1003478,1273466,1048320,1578097,1453055,2000930,2953032,1385748,1093501,2011344,1114518,1705264,1661881,1200227,1263541,1633355,1778276,1467672,1305613,1348849,1074892,1359171,1916468,2203415,3150258,1131450,1665521,2092845,1322888,1835841,2095212,1325698
TG(16:1_18:2_18:3),104141,180686,137533,264936,100307,123441,142968,182719,76291,97328,141466,182325,124546,140588,128995,156286,103919,245208,46566,314987,141342,132603,97774,134273,109865,133372,121115,228163,163873,98964,197996,137578,174059,141900,139000,117388,73425,159574,186172,236487,158494,144675,240116,100807
TG(52:6),886013,1476775,925763,1295777,1335114,822050,1029292,2026902,3435437,1202234,1415914,947027,819704,1008213,814747,788786,1337674,1844857,10434804,1118769,1037685,1402585,905262,1361005,1391351,1021223,1218420,994085,1660007,1072465,1353037,917482,962608,1042034,1303544,2272630,2676947,1247968,1234841,2003547,915793,1340241,1907164,822309
TG(16:0_16:1_20:4);TG(16:0_18:2_18:3),4488282,6508810,5072450,5159334,6932839,3659210,5000126,9160188,13369108,6090216,6317460,4124568,3982200,4221646,3923048,4122418,6037476,6055700,18411418,4775800,4837306,7164265,4999152,6676632,6144965,4429390,5547587,4693288,7727401,6377714,5829624,4598424,4314545,4926278,6914290,10589482,11014029,5214701,4587981,7560404,3987304,6669935,6941808,3692434
TG(16:0_18:1_18:3);TG(16:0_18:2_18:2),10570718,12921788,11106425,12737770,13484614,10512399,11838943,13663994,13585083,11132410,12437375,12561684,11028217,11257954,10794397,10717968,13345156,12085237,13515622,13223849,11716578,12238736,11963268,13489868,11301758,11303794,12888779,12432067,13478802,12026316,13174894,13147563,11836434,12769043,12178708,12790822,14431655,12218783,11943074,12298308,10430941,11964489,12874784,10681482
TG(16:0_18:1_18:2),10059533,12005801,10754792,12039688,12456762,11266822,10762669,10708180,11947004,10451602,11641841,12354688,11618268,11184405,11235981,11702380,12026477,10973057,11050678,11142498,9992100,12498624,10472285,10645298,11604056,10862873,12005792,10531932,11832345,10583761,11442756,11125512,12251313,11110595,10887869,11294941,11809548,10742647,11286803,10075524,10118055,11300128,11507943,10252911
TG(16:0_18:0_18:2);TG(16:0_18:1_18:1),9965020,12020029,11008470,11698433,11299437,11443535,10806297,12821046,12856441,11205053,11264059,10486773,11929507,9566088,10525771,10322390,11382840,11384812,12726387,11916758,9082297,12105114,9923158,12875898,11260514,10154734,10966533,10586190,12636973,11381201,10858999,10406624,10369859,11316238,11598578,13389807,14147379,10805353,10915806,10329425,9908648,12269176,11616513,9319374
TG(16:0_18:0_18:1),6439681,8280205,7755424,7491008,8702374,7009792,7535049,9631912,10641463,8071750,8426081,7817830,6571497,7195725,6770525,7882533,8092801,9244495,8677430,8102219,6868469,8326053,7325420,7863542,8585276,6977025,7139823,7916503,9424114,7575201,7850431,7861539,7255405,8091651,7735964,9475304,10334985,7141930,7768880,9658340,7678709,8170934,8266615,7056843
TG(53:4),454939,589574,336492,395720,961168,357990,415772,813734,1640522,494986,572382,363175,332124,409794,337606,443943,469271,404618,2741133,378113,482702,751303,439967,594859,578752,455997,587648,372629,647976,730814,501434,388431,393819,516573,747686,1159048,2075226,432339,551923,534626,343732,681091,590391,385739
TG(53:3),1221968,1595854,1016165,1185754,2574084,989080,1214324,2001587,3217222,1519143,1418549,1261445,888367,1064765,978311,1338718,1220562,1276010,5077721,1201053,1342652,2107545,1241381,1660004,1650848,1418517,1414742,1113293,1795017,1764263,1425748,1162984,1078286,1222024,1865604,2410895,4175740,1136786,1372501,1411307,1061913,1737499,1629864,1135594
TG(16:0_18:2_19:0),1238659,1678741,1179270,1540915,2056342,1298657,1352623,2196126,3222010,1572437,1527300,1330773,1199583,1349339,1118148,1523417,1562569,1838915,5982214,1553941,1320891,2340206,1176702,1714751,1815984,1258043,1482000,1668599,2103049,1710959,1476992,1369614,1082339,1553883,1878563,2266240,3867835,1203413,1756084,1803890,1284998,1892427,2057825,1436175
TG (16:0_18:0_19:1),483644,760784,569618,640895,863208,612897,559184,908783,1135705,452726,535124,586827,479955,646039,475241,851709,545875,951246,1432732,730072,566746,962521,566391,642982,731804,690565,575704,796998,764293,674780,587165,617599,537390,594271,628949,930523,1513053,599261,878107,815217,531868,774647,1026469,574284
TG(54:7),1594030,2537262,2112978,3005711,1467479,2164643,2310701,1907910,1281128,1663397,1784438,2486527,1740708,2211474,1710187,1647869,2334041,2635141,2604936,2846614,2069937,1821622,1567750,1774316,1828509,1936834,2009262,2678271,1966199,1065236,2475268,1927402,2037564,2073255,1455019,1535371,1213339,2909463,2469181,2342830,1894375,1750053,3053416,1703559
TG(16:1_18:1_20:4);TG(18:2/18:2/18:2),2869904,4814021,3648553,5099311,3045230,3576790,3918563,3245736,2435245,3117512,2966283,4216057,3249512,3649487,3039149,3125446,4007186,4746027,2995907,4745921,3721104,3653767,3121009,3422490,3703999,3354918,3838910,4769506,3641666,2527570,4668830,3585566,3604105,3674744,3178898,3589342,3201294,4461582,4458962,4364678,4050310,3104265,5215897,3817580
TG(54:6),1020649,1258332,1173287,1631470,952378,1258296,1503654,1117366,508820,908031,926956,1433689,1132489,1398516,1037550,1460961,951871,1523078,253160,1716502,865238,893267,648014,857074,985784,1142369,1003339,1609293,926344,735483,1332281,1195846,1376101,1154777,940452,884776,607108,1304170,1353437,1534550,1099506,1006822,1566360,1076298
TG(16:0_18:1_20:4),4622849,4798025,4481606,5937290,3742035,4640324,4210365,4806125,2508186,4059862,4008294,5103771,4006649,4915708,5103360,4036650,5025564,4733482,1851017,6490322,4096840,4247457,4343251,4061800,4547042,4248658,4701910,4944351,4360041,2904402,5503935,5163923,4431643,4481961,3908112,3648736,3083657,5581608,4778286,6037680,5161090,4276994,5189431,4518523
TG(54:4),11331112,12668485,12049067,12889693,11390934,11454293,12508421,12140240,8568928,9743596,10271656,13911794,12191209,12030429,11460617,11573026,13117405,11709424,7643644,11908630,11286004,12551291,12803374,10065784,11663509,11871630,12072096,11870487,10345825,11114474,13546908,11992841,11958735,11907041,10176332,11221998,12582613,12619334,12601019,10595094,10860005,11387510,12445650,11777010
TG(18:0_18:1_18:1),7046703,7897151,7406374,7407697,8402209,6439298,7639569,9748220,9320043,6963760,7428388,7650360,6274642,6977854,6584561,6813684,7955789,6946401,11265546,8474006,6910991,8236349,7154175,6786791,7828808,6920812,7785656,7081805,8987801,7382613,8126567,7718722,6703498,8038496,7059460,8358451,10400001,7212332,7822464,7278946,6910847,7702489,7759247,7000696
TG(18:0_18:0_18:1),2172187,3618322,2443585,2414192,3121190,2086696,2864838,3807939,4063487,2215908,2149598,2767514,2470429,2591995,2374365,3632428,3110929,3656075,3451826,3115134,1840079,3286862,2334363,2880026,3079012,2364897,2226175,2915323,3243282,2673129,2470643,2593892,2224518,2838780,3042704,3778652,5453875,2210589,3222265,3552932,2928863,2931530,3952872,2817538
TG(56:10),9132,21298,11595,24499,10209,7209,7220,27876,6700,7532,10084,16772,6375,15248,8864,6620,7892,19429,2850,18686,12988,15698,5766,5021,15924,11875,15871,23762,12156,3427,19948,13766,10589,13688,11163,11428,10297,31202,16434,34385,10100,7050,48019,8782
TG(56:8)a,461620,701738,561644,702383,592995,712017,776670,634173,389293,416618,449558,593078,532130,572649,374536,427237,993661,406230,523006,444391,754745,459187,555113,344147,602674,698252,709873,570638,409678,434199,815313,610423,611613,762592,537099,475663,833316,970730,645021,323673,389729,541878,817117,579071
TG(56:8)b,1778897,2914584,2119894,2652267,1363361,2062175,2136224,2280826,1077129,1586341,1441877,2192873,1893464,1982281,1972537,1972085,1851643,2471810,413914,2432663,2242663,1821298,1256652,1634744,2472088,1803308,2310847,2564922,1798669,1470359,2318454,1836121,2016897,2181123,1550503,1714598,1131266,2769074,2296977,2277962,1914154,1903125,3172562,1666018
TG(16:0_18:3_22:4),1518105,1639328,1883160,2317545,1093608,1703460,1774797,1465936,482849,1227553,1007475,1978244,1611133,2048034,1514667,1648459,1391572,1769040,176280,2033828,1288744,1245489,990155,1213713,1583706,1443202,1371419,2226452,1254837,903676,1810392,1696275,1754022,1608087,1170815,1040262,595995,2038287,2152296,1948547,1605790,1239139,2124014,1769915
TG(18:1_18:2_20:4),2528422,3714206,3294582,4135787,2331767,2515687,2806364,3649530,2228142,2319147,2267196,3327054,2391727,2335059,2401169,2485546,3294527,2985731,1799629,2618619,3022357,3028497,2233230,2387883,3312629,2570447,2873462,3227470,2484456,2274200,3570550,2192767,2395571,3139376,2340339,2900121,3153917,4221751,3042743,2516616,2446692,2486840,3945952,2990600
TG(18:1_18:1_20:4),4749765,5508735,5477974,6219770,3571046,5286151,4997184,5245156,2521090,3727320,3858120,6083162,4548642,5412908,4724978,5034004,5704583,4793793,1650413,6078432,5443736,4400413,4512924,3527709,5380533,4759158,5191323,5960400,4437599,3057631,6370778,4804050,4703761,5205871,3682818,3859932,3370405,6944133,5975259,5293115,5286338,4253551,6238320,5399876
TG(18:0_18:0_20:5);TG(18:0_18:1_20:4),2945316,3520870,3287479,4588176,2490510,3834984,3952393,2816112,1195776,2939969,2552967,4631263,3104528,3004799,3444155,4061720,3769523,3721009,495544,4070262,3357750,2987751,3505694,2266717,3521779,2979007,3139268,4068354,2645020,1939361,4375065,3743146,3346446,3487529,2327139,2384950,1618527,4284783,3026594,3930724,3752009,2710273,4405861,3641714
TG(56:4)a,924388,1390428,1134802,1700563,455352,853409,1127152,1328158,391890,887734,936392,1606677,851573,1198113,1045018,1288569,1331245,1451532,164945,1474042,796166,948950,985911,714521,1182846,794017,1035320,1477019,1106472,549642,1415013,942982,970872,1260087,860707,994643,541570,1300130,1654266,1365038,1237105,766680,1482400,1267842
TG(56:4)b,514543,813883,569327,913319,358616,492645,894324,503268,119376,444650,393441,883216,534378,758165,768015,965253,562984,950464,139413,1090793,600357,327242,479897,350318,576067,341915,310614,716114,566291,287155,640050,573745,636312,767922,475694,543789,348676,479224,629129,835000,1036705,488403,1423887,647833
TG(18:0_18:1_20:1),1211043,1283012,1181233,1405941,1630002,1121474,1100664,1735802,2079039,822086,936462,1272005,1155752,1246441,993423,1376787,1370985,1524241,3064336,1593763,973826,1525959,1140408,1309122,1139054,1327420,1437437,1197028,1412226,1381152,1290806,1386654,1067380,1276180,1222837,1296784,1940197,1231196,1815633,1338245,1136859,1241104,1560862,1299870
TG(18:2_20:4_20:4),271194,367996,261244,486024,238478,358224,285269,279264,53603,194139,140538,334366,211720,345516,237520,320295,264874,294735,3217,328906,247287,231058,126575,120428,264941,248694,287726,408736,201200,117032,380279,279944,248946,298526,227094,240217,206530,507440,364839,322692,290338,245716,504963,268732
TG(18:1_20:4_20:4),933451,1454178,1278448,1717334,689451,1208102,1058076,1369274,457097,791297,630178,1240481,881869,1122132,1039867,1176795,990605,1235014,112949,1233924,1134285,1071124,730320,697945,1293783,980364,1098003,1495413,869776,637136,1407211,1013149,868248,1288909,917320,1020918,697677,1924175,1464834,1409118,1096160,918159,1859040,1058283
TG(58:8),474100,524870,652889,715925,281126,554462,530843,519263,108594,286814,236740,581251,462381,624257,479685,556913,491863,482941,16240,533848,448475,359118,341874,269324,532850,417695,435280,653046,336287,239581,623843,525526,412819,566380,356574,376355,241212,769978,642667,515771,554812,322105,755783,513316
TG(58:7),160109,140897,216543,205871,75313,170932,140203,161438,24660,103190,67559,165653,153877,219343,127920,172372,124837,147715,10312,160978,110614,91313,83764,74087,179607,118310,119849,209080,82444,77851,155120,129355,108495,164513,111604,88685,64201,236837,181139,192514,157820,84211,239858,118666
TG(58:5),705365,823638,846779,1212771,409509,697085,643418,782918,206509,539742,433591,997111,724473,863778,677942,825340,840318,821121,53372,945190,646947,587716,532798,399481,933281,578650,650961,824535,627237,382709,1011245,708646,487702,907679,574238,541501,386501,1036185,983224,832956,797598,500865,1179719,759654
TG(58:4),144846,211503,197205,291091,109486,152353,155106,201748,82544,116379,98873,275828,177511,223043,139213,184767,152457,240027,36309,205268,142441,142032,164486,107849,204705,113051,153433,141348,121140,97079,233319,144541,168216,199464,131869,106366,91710,230978,248870,213644,135944,104602,241633,191007
TG(18:1_20:1_20:1),854625,724088,765193,834920,930023,726375,704022,980503,997219,468644,524580,812673,672559,666290,702262,799539,838830,1100711,1198372,877572,660729,818616,717384,778879,720132,889058,910373,770564,779687,793908,785709,859592,638068,731971,654325,684058,760607,867189,1099925,808361,697960,835112,914826,761626
TG(58:2),526616,637802,515520,600469,574422,648672,481414,885413,616573,344715,438677,711531,445075,574090,544101,679956,694128,941666,551008,591938,441675,734072,499322,472458,578168,619294,704780,621775,565547,608164,559011,701857,523266,521858,437665,481955,403276,671013,907797,684624,576132,705822,748115,692607
TG(60:13),14313,41908,13362,7577,7417,7909,19433,28608,14157,5370,8934,1667,3077,8255,8503,20772,3340,9607,1211,1169,9615,12117,4549,9082,18711,13272,11521,15337,5062,13243,10371,3574,2423,19537,4689,22660,12349,28227,18192,20906,13613,11173,31185,10378
TG(60:12),213841,335505,122875,309216,220239,194282,222788,285472,140068,157056,149697,128816,115817,192966,126384,291620,118000,331403,19808,228067,154257,141855,80807,150016,178379,165722,179793,396926,167381,177289,245249,126628,164164,227728,199204,276077,249226,239125,279324,388445,164620,216799,371034,157737
TG(60:11),219804,368895,268877,306533,217513,293519,259024,328384,94088,195393,151638,218942,160003,291630,212266,333232,166296,265836,11410,222937,192100,178797,104179,136572,269934,211871,225428,417428,168403,162380,308898,166705,209087,307833,226855,269710,250278,440706,328669,375632,176199,223689,396600,210790
TG(60:10),80827,112774,129820,155657,40593,126814,79183,110986,16377,52958,45774,73264,79155,98606,80902,117419,73848,90354,522,90757,79463,82086,56632,43021,120346,70213,71885,142128,65902,47368,133037,68820,50044,148982,60722,74403,39829,199726,140565,131987,91647,68842,139930,91078
TIC,154529744,160464720,150296832,160833616,155568544,167200704,171302064,178041952,163238288,165281696,151479888,160035248,167318176,162574176,158754160,151017856,158065808,179550592,171522320,160794112,154105824,168352048,152412176,164992768,169295552,154131696,169709792,154955568,163033664,165108304,182355536,155085600,163848528,154845344,172794000,154414464,160734512,170625056,164088624,166241920,163611152,163470416,167274704,146961760
